This list contains all games supported by FinalBurn Neo.

6907 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| 88games	|  	| '88 Games						| 		| 1988	| Konami	| GX861		| 					| 861m01.k18| src/burn/drv/konami/d_88games.cpp|
| sspacaho	| D	| Space Attack / Head On				| 		| 1979	| Sega		| Vic Dual	| No sound				| epr-0001.bin| src/burn/drv/pre90s/d_vicdual.cpp|
| spacbatt	|  	| Space Battle (bootleg set 1)				| uniwars	| 1980	| bootleg	| Galaxian	| 					| sb1| src/burn/drv/galaxian/d_galaxian.cpp|
| spacbat2	|  	| Space Battle (bootleg set 2)				| uniwars	| 1980	| bootleg	| Galaxian	| 					| sb1| src/burn/drv/galaxian/d_galaxian.cpp|
| sbsgomo	|  	| Space Battle Ship Gomorrah				| bioship	| 1990	| UPL		| NMK16		| 					| 11.ic14| src/burn/drv/pst90s/d_nmk16.cpp|
| spacebrd	|  	| Space Bird (bootleg)					| spacefb	| 1980	| bootleg (Karat| Miscellaneous	| 					| sb5e.cpu| src/burn/drv/pre90s/d_spacefb.cpp|
| sbombera	|  	| Space Bomber						| sbomber	| 1998	| Psikyo	| PS3-V1	| 					| 2.u18| src/burn/drv/psikyo/d_psikyosh.cpp|
| sbomber	|  	| Space Bomber (ver. B)					| 		| 1998	| Psikyo	| PS3-V1	| 					| 1-b_pr_l.u18| src/burn/drv/psikyo/d_psikyosh.cpp|
| spacecr	|  	| Space Cruiser						| 		| 1981	| Taito Corporat| Taito SJ Syste| 					| cg01.69| src/burn/drv/taito/d_taitosj.cpp|
| spacedem	|  	| Space Demon						| spacefb	| 1980	| Nintendo (Fort| Miscellaneous	| 					| sdm-c-5e| src/burn/drv/pre90s/d_spacefb.cpp|
| spcdrag	|  	| Space Dragon (Moon Cresta bootleg, set 1)		| mooncrst	| 1980	| bootleg	| Galaxian	| 					| a.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| spcdraga	|  	| Space Dragon (Moon Cresta bootleg, set 2)		| mooncrst	| 1980	| bootleg	| Galaxian	| 					| 1.7g| src/burn/drv/galaxian/d_galaxian.cpp|
| spacduel0	|  	| Space Duel (prototype)				| spacduel	| 1980	| Atari		| Miscellaneous	| 					| 136006-006.r7| src/burn/drv/pre90s/d_bwidow.cpp|
| spacduel1	|  	| Space Duel (version 1)				| spacduel	| 1980	| Atari		| Miscellaneous	| 					| 136006-106.r7| src/burn/drv/pre90s/d_bwidow.cpp|
| spacduel	|  	| Space Duel (version 2)				| 		| 1980	| Atari		| Miscellaneous	| 					| 136006-106.r7| src/burn/drv/pre90s/d_bwidow.cpp|
| sdungeon	|  	| Space Dungeon						| 		| 1981	| Taito America | Miscellaneous	| 					| sd14.u14| src/burn/drv/taito/d_qix.cpp|
| sdungeona	|  	| Space Dungeon (larger roms)				| sdungeon	| 1981	| Taito America | Miscellaneous	| 					| 1514.1j| src/burn/drv/taito/d_qix.cpp|
| spacecho	|  	| Space Echo (set 1)					| speakres	| 1980	| bootleg (Gayto| Route 16	| 					| rom.a0| src/burn/drv/pre90s/d_route16.cpp|
| spacecho2	|  	| Space Echo (set 2)					| speakres	| 1980	| bootleg (Gayto| Route 16	| 					| c11.5.6t| src/burn/drv/pre90s/d_route16.cpp|
| spacempr	|  	| Space Empire (bootleg)				| uniwars	| 1980	| bootleg	| Galaxian	| 					| uw01| src/burn/drv/galaxian/d_galaxian.cpp|
| spacefbb	|  	| Space Firebird (bootleg)				| spacefb	| 1980	| bootleg	| Miscellaneous	| 					| fc51| src/burn/drv/pre90s/d_spacefb.cpp|
| spacefbg	|  	| Space Firebird (Gremlin)				| spacefb	| 1980	| Nintendo (Grem| Miscellaneous	| 					| tst-c.5e| src/burn/drv/pre90s/d_spacefb.cpp|
| spacefba	|  	| Space Firebird (rev. 02-a)				| spacefb	| 1980	| Nintendo	| Miscellaneous	| 					| tst-c-a.5e| src/burn/drv/pre90s/d_spacefb.cpp|
| spacefbe	|  	| Space Firebird (rev. 03-e set 1)			| spacefb	| 1980	| Nintendo	| Miscellaneous	| 					| tst-c-e.5e| src/burn/drv/pre90s/d_spacefb.cpp|
| spacefbe2	|  	| Space Firebird (rev. 03-e set 2)			| spacefb	| 1980	| Nintendo	| Miscellaneous	| 					| 5e.cpu| src/burn/drv/pre90s/d_spacefb.cpp|
| spacefb	|  	| Space Firebird (rev. 04-u)				| 		| 1980	| Nintendo	| Miscellaneous	| 					| tst-c-u.5e| src/burn/drv/pre90s/d_spacefb.cpp|
| spacfurya	|  	| Space Fury (revision A)				| spacfury	| 1981	| Sega		| G80 Vector	| 					| 969a.cpu-u25| src/burn/drv/sega/d_segag80v.cpp|
| spacfuryb	|  	| Space Fury (revision B)				| spacfury	| 1981	| Sega		| G80 Vector	| 					| 969a.cpu-u25| src/burn/drv/sega/d_segag80v.cpp|
| spacfury	|  	| Space Fury (revision C)				| 		| 1981	| Sega		| G80 Vector	| 					| 969c.cpu-u25| src/burn/drv/sega/d_segag80v.cpp|
| spacegunj	|  	| Space Gun (Japan)					| spacegun	| 1990	| Taito Corporat| Taito Z	| 					| c57-18+.62| src/burn/drv/taito/d_taitoz.cpp|
| spacegunu	|  	| Space Gun (US)					| spacegun	| 1990	| Taito America | Taito Z	| 					| c57-18.62| src/burn/drv/taito/d_taitoz.cpp|
| spacegun	|  	| Space Gun (World)					| 		| 1990	| Taito Corporat| Taito Z	| 					| c57-18.62| src/burn/drv/taito/d_taitoz.cpp|
| sharrier1	|  	| Space Harrier (8751 315-5163)				| sharrier	| 1985	| Sega		| Hang-On	| 					| epr-7188.ic97| src/burn/drv/sega/d_hangon.cpp|
| sharrier	|  	| Space Harrier (Rev A, 8751 315-5163A)			| 		| 1985	| Sega		| Hang-On	| 					| epr-7188a.ic97| src/burn/drv/sega/d_hangon.cpp|
| spcinv95u	|  	| Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5A 1995/06/14)| spcinv95| 1995	| Taito America | Taito F3 Syste| 					| e06-14.20| src/burn/drv/taito/d_taitof3.cpp|
| spcinv95	|  	| Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5O 1995/06/14)| 	| 1995	| Taito Corporat| Taito F3 Syste| 					| e06-14.20| src/burn/drv/taito/d_taitof3.cpp|
| sisv1		|   NW	| Space Invaders (SV Version rev 1)			| invaders	| 1978	| Taito		| Miscellaneous	| 					| sv01.36| src/burn/drv/pre90s/d_invaders.cpp|
| sisv2		|  	| Space Invaders (SV Version rev 2)			| invaders	| 1978	| Taito		| Miscellaneous	| 					| sv01.36| src/burn/drv/pre90s/d_invaders.cpp|
| sisv3		|  	| Space Invaders (SV Version rev 3)			| invaders	| 1978	| Taito		| Miscellaneous	| 					| sv0h.36| src/burn/drv/pre90s/d_invaders.cpp|
| sisv		|  	| Space Invaders (SV Version rev 4)			| invaders	| 1978	| Taito		| Miscellaneous	| 					| sv0h.36| src/burn/drv/pre90s/d_invaders.cpp|
| sitv1		|  	| Space Invaders (TV Version rev 1)			| invaders	| 1978	| Taito		| Miscellaneous	| 					| tv01.s1| src/burn/drv/pre90s/d_invaders.cpp|
| sitv		|  	| Space Invaders (TV Version rev 2)			| invaders	| 1978	| Taito		| Miscellaneous	| 					| tv0h.s1| src/burn/drv/pre90s/d_invaders.cpp|
| invaders	|  	| Space Invaders / Space Invaders M			| 		| 1978	| Taito / Midway| Miscellaneous	| 					| invaders.h| src/burn/drv/pre90s/d_invaders.cpp|
| spacedxo	|  	| Space Invaders DX (Japan, v2.0)			| spacedx	| 1994	| Taito Corporat| Taito B System| 					| d89-08.bin| src/burn/drv/taito/d_taitob.cpp|
| spacedxj	|  	| Space Invaders DX (Japan, v2.1)			| spacedx	| 1994	| Taito Corporat| Taito B System| 					| d89-06| src/burn/drv/taito/d_taitob.cpp|
| spacedx	|  	| Space Invaders DX (US, v2.1)				| 		| 1994	| Taito Corporat| Taito B System| 					| d89-06| src/burn/drv/taito/d_taitob.cpp|
| spcinvdj	|  	| Space Invaders DX (Ver 2.6J 1994/09/14) (F3 Version)	| spacedx	| 1994	| Taito Corporat| Taito F3 Syste| Graphics issues in Cellophane mode - u| d93-04.bin| src/burn/drv/taito/d_taitof3.cpp|
| galap1	|  	| Space Invaders Galactica (galaxiaj hack)		| galaxian	| 1979	| hack		| Galaxian	| 					| 7f.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| sinvasnb	|  	| Space Invasion (bootleg)				| commando	| 1985	| bootleg	| Miscellaneous	| 					| u4| src/burn/drv/pre90s/d_commando.cpp|
| sinvasn	|  	| Space Invasion (Europe)				| commando	| 1985	| Capcom	| Miscellaneous	| 					| sp04.9m| src/burn/drv/pre90s/d_commando.cpp|
| spaceplt	|  	| Space Pilot (set 1)					| timeplt	| 1982	| bootleg	| GX393		| 					| sp1| src/burn/drv/konami/d_timeplt.cpp|
| spaceplta	|  	| Space Pilot (set 2)					| timeplt	| 1982	| bootleg	| GX393		| 					| 1| src/burn/drv/konami/d_timeplt.cpp|
| spcpostn	|  	| Space Position (Japan)				| 		| 1986	| Sega / Nasco	| Miscellaneous	| 					| epr-10125.c10| src/burn/drv/sega/d_angelkds.cpp|
| sraider	|  	| Space Raider						| 		| 1982	| Universal	| Miscellaneous	| 					| sraid3.r4| src/burn/drv/pre90s/d_ladybug.cpp|
| spcrocks	|  	| Space Rocks (Spanish clone of Asteroids)		| asteroid	| 1981	| Atari (J.Estev| Miscellaneous	| 					| 1.bin| src/burn/drv/pre90s/d_asteroids.cpp|
| spaceskr	|  	| Space Seeker						| 		| 1981	| Taito Corporat| Taito SJ Syste| 					| eb01| src/burn/drv/taito/d_taitosj.cpp|
| sstrangr	|  	| Space Stranger					| 		| 1978	| Yachiyo Electr| Miscellaneous	| 					| hss-01.58| src/burn/drv/pre90s/d_sstrangr.cpp|
| sstrangr2	|  	| Space Stranger 2					| sstrangr	| 1979	| Yachiyo Electr| Miscellaneous	| 					| 4764.09| src/burn/drv/pre90s/d_sstrangr.cpp|
| spctbird	|  	| Space Thunderbird					| mooncrst	| 1981?	| bootleg (Fortr| Galaxian	| 					| tssa-7f| src/burn/drv/galaxian/d_galaxian.cpp|
| spacetrkc	| D	| Space Trek (cocktail)					| spacetrk	| 1980	| Sega		| Vic Dual	| No sound				| u33c.bin| src/burn/drv/pre90s/d_vicdual.cpp|
| spacetrk	| D	| Space Trek (upright)					| 		| 1980	| Sega		| Vic Dual	| No sound				| u33.bin| src/burn/drv/pre90s/d_vicdual.cpp|
| spctrek	|  	| Space Trek (Video Game S.A., Spanish bootleg of Scramble)| scramble	| 1981	| bootleg (Video| Galaxian	| 					| 7301.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| chf_spacewar	|  	| Space War						| 		| 1977	| Fairchild	| Channel F	| 					| spacewar.bin| src/burn/drv/channelf/d_channelf.cpp|
| sparkman	|  	| Spark Man (v2.0, set 1)				| 		| 1989	| SunA		| Miscellaneous	| 					| sparkman.e7| src/burn/drv/pre90s/d_suna8.cpp|
| sparkz	|  	| Sparkz (prototype)					| 		| 1992	| Atari Games	| Miscellaneous	| 					| sparkzpg.0| src/burn/drv/atari/d_arcadecl.cpp|
| spartanx	|  	| Spartan X (Japan)					| kungfum	| 1984	| Irem		| Irem M62	| 					| a-4e-c-j.bin| src/burn/drv/irem/d_m62.cpp|
| spatter	|  	| Spatter (315-5xxx)					| 		| 1984	| Sega		| System 1	| 					| epr-6392.116| src/burn/drv/sega/d_sys1.cpp|
| speakres	|  	| Speak & Rescue					| 		| 1980	| Sun Electronic| Route 16	| 					| speakres.1| src/burn/drv/pre90s/d_route16.cpp|
| speakresb	|  	| Speak & Rescue (bootleg)				| speakres	| 1980	| bootleg	| Route 16	| 					| hmi1.27| src/burn/drv/pre90s/d_route16.cpp|
| scij		|  	| Special Criminal Investigation (Japan)		| sci		| 1989	| Taito Corporat| Taito Z	| 					| c09-37.43| src/burn/drv/taito/d_taitoz.cpp|
| sciu		|  	| Special Criminal Investigation (US)			| sci		| 1989	| Taito America | Taito Z	| 					| c09-43.43| src/burn/drv/taito/d_taitoz.cpp|
| sci		|  	| Special Criminal Investigation (World set 1)		| 		| 1989	| Taito Corporat| Taito Z	| 					| c09-37.43| src/burn/drv/taito/d_taitoz.cpp|
| scia		|  	| Special Criminal Investigation (World set 2)		| sci		| 1989	| Taito Corporat| Taito Z	| 					| c09-28.43| src/burn/drv/taito/d_taitoz.cpp|
| spec2kh	|  	| Spectrum 2000 (horizontal, buggy) (Europe)		| spec2k	| 2000	| Yona Tech	| NMK16		| 					| yonatech5.u124| src/burn/drv/pst90s/d_nmk16.cpp|
| spec2k	|  	| Spectrum 2000 (vertical, Korea)			| 		| 2000	| Yona Tech	| NMK16		| 					| u124| src/burn/drv/pst90s/d_nmk16.cpp|
| speedbal	|  	| Speed Ball (set 1)					| 		| 1987	| Tecfri / Desys| Miscellaneous	| 					| 1.u14| src/burn/drv/pre90s/d_speedbal.cpp|
| speedbala	|  	| Speed Ball (set 2)					| speedbal	| 1987	| Tecfri / Desys| Miscellaneous	| 					| sb1.bin| src/burn/drv/pre90s/d_speedbal.cpp|
| spdball	|  	| Speed Ball - Contest at Neonworld (prototype)		| 		| 1985	| Williams	| 6809 System	| 					| speedbal.10| src/burn/drv/pre90s/d_williams.cpp|
| spdcoin	|  	| Speed Coin (prototype)				| 		| 1984	| Stern		| Galaxian	| 					| spdcoin.2c| src/burn/drv/galaxian/d_galaxian.cpp|
| speedspn	|  	| Speed Spin						| 		| 1994	| TCH		| Miscellaneous	| 					| tch-ss1.u78| src/burn/drv/pst90s/d_speedspn.cpp|
| spelunkr	|  	| Spelunker						| 		| 1985	| Irem (licensed| Irem M62	| 					| spra.4e| src/burn/drv/irem/d_m62.cpp|
| spelunkrj	|  	| Spelunker (Japan)					| spelunkr	| 1985	| Irem (licensed| Irem M62	| 					| spr_a4ec.bin| src/burn/drv/irem/d_m62.cpp|
| spelunk2	|  	| Spelunker II - 23 no Kagi (Japan)			| 		| 1986	| Irem (licensed| Irem M62	| 					| sp2-a.4e| src/burn/drv/irem/d_m62.cpp|
| spidmanj	|  	| Spider-Man: The Videogame (Japan)			| spidman	| 1991	| Sega		| System 32	| 					| epr-14287.ic13| src/burn/drv/sega/d_segas32.cpp|
| spidmanu	|  	| Spider-Man: The Videogame (US, Rev A)			| spidman	| 1991	| Sega		| System 32	| 					| epr-14303a.ic13| src/burn/drv/sega/d_segas32.cpp|
| spidman	|  	| Spider-Man: The Videogame (World)			| 		| 1991	| Sega		| System 32	| 					| epr-14307.ic13| src/burn/drv/sega/d_segas32.cpp|
| spidermi	|  	| Spiderman (Intro demo)				| 		| 2009	| Sergi		| Neo Geo MVS	| You must use the Universe BIOS and set| sman-p1.bin| src/burn/drv/neogeo/d_neogeo.cpp|
| spinmast	|  	| Spin Master / Miracle Adventure			| 		| 1993	| Data East Corp| Neo Geo MVS	| 					| 062-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| spinlbrkj	|  	| Spinal Breakers (Japan)				| spinlbrk	| 1990	| V-System Co.	| V-System	| 					| j5| src/burn/drv/pst90s/d_aerofgt.cpp|
| spinlbrkjp	|  	| Spinal Breakers (Japan, prototype 11/14 15:00)	| spinlbrk	| 1990	| V-System Co.	| V-System	| 					| spb0-e.ic98| src/burn/drv/pst90s/d_aerofgt.cpp|
| spinlbrku	|  	| Spinal Breakers (US)					| spinlbrk	| 1990	| V-System Co.	| V-System	| 					| ic98.u5| src/burn/drv/pst90s/d_aerofgt.cpp|
| spinlbrk	|  	| Spinal Breakers (World)				| 		| 1990	| V-System Co.	| V-System	| 					| ic98| src/burn/drv/pst90s/d_aerofgt.cpp|
| chf_spitfire	|  	| Spitfire						| 		| 1976	| Fairchild	| Channel F	| 					| spitfire.bin| src/burn/drv/channelf/d_channelf.cpp|
| chf_spitfirep	|  	| Spitfire (Prototype)					| chf_spitfire	| 1976	| Fairchild	| Channel F	| 					| spitfire (proto).bin| src/burn/drv/channelf/d_channelf.cpp|
| splat		|  	| Splat!						| 		| 1982	| Williams	| 6809 System	| 					| splat_rom_10b_16-3011-10.a7| src/burn/drv/pre90s/d_williams.cpp|
| splatterj	|  	| Splatter House (Japan, SH1)				| splatter	| 1988	| Namco		| System 1	| 					| sh1_snd0.bin| src/burn/drv/pre90s/d_namcos1.cpp|
| splatter	|  	| Splatter House (World, new version (SH3))		| 		| 1988	| Namco		| System 1	| 					| sh1_snd0b.bin| src/burn/drv/pre90s/d_namcos1.cpp|
| splatter2	|  	| Splatter House (World, old version (SH2))		| splatter	| 1988	| Namco		| System 1	| 					| sh1_snd0.bin| src/burn/drv/pre90s/d_namcos1.cpp|
| spotty	|  	| Spotty (Ver. 2.0.2)					| 		| 2001	| Prince Co.	| Miscellaneous	| 					| sys_rom2| src/burn/drv/pst90s/d_limenko.cpp|
| springer	|  	| Springer						| 		| 1982	| Orca		| Miscellaneous	| 					| springer.1| src/burn/drv/pre90s/d_marineb.cpp|
| spyhunt	|  	| Spy Hunter						| 		| 1983	| Bally Midway	| MCR3		| 					| spy-hunter_cpu_pg0_2-9-84.6d| src/burn/drv/pre90s/d_mcr3.cpp|
| spyhuntp	|  	| Spy Hunter (Playtronic license)			| spyhunt	| 1983	| Bally Midway (| MCR3		| 					| sh_mb_2.bin| src/burn/drv/pre90s/d_mcr3.cpp|
| squaitsa	|  	| Squash (Itisa)					| 		| 1984	| Itisa		| Miscellaneous	| 					| sq5.3.9e| src/burn/drv/pre90s/d_bagman.cpp|
| squash	|  	| Squash (Ver. 1.0)					| 		| 1992	| Gaelco	| Miscellaneous	| 					| squash.d18| src/burn/drv/pst90s/d_gaelco.cpp|
| scrossu	|  	| Stadium Cross (US)					| scross	| 1992	| Sega		| System 32	| 					| epr-15091.ic37| src/burn/drv/sega/d_segas32.cpp|
| scross	|  	| Stadium Cross (World)					| 		| 1992	| Sega		| System 32	| 					| epr-15093.ic37| src/burn/drv/sega/d_segas32.cpp|
| scrossa	|  	| Stadium Cross (World, alt)				| scross	| 1992	| Sega		| System 32	| 					| ic37| src/burn/drv/sega/d_segas32.cpp|
| stadhr96j	|  	| Stadium Hero '96 (Japan, EAD)				| stadhr96	| 1996	| Data East Corp| DECO MLC	| 					| ead00-4.2a| src/burn/drv/dataeast/d_decomlc.cpp|
| stadhr96u	|  	| Stadium Hero '96 (USA, EAH)				| stadhr96	| 1996	| Data East Corp| DECO MLC	| 					| eah00-0.2a| src/burn/drv/dataeast/d_decomlc.cpp|
| stadhr96	|  	| Stadium Hero '96 (World, EAJ)				| 		| 1996	| Data East Corp| DECO MLC	| 					| sh-eaj.2a| src/burn/drv/dataeast/d_decomlc.cpp|
| stadhero	|  	| Stadium Hero (Japan)					| 		| 1988	| Data East Corp| Miscellaneous	| 					| ef15.9a| src/burn/drv/dataeast/d_stadhero.cpp|
| stagger1	|  	| Stagger I (Japan)					| 		| 1998	| Afega		| NMK16		| 					| 2.bin| src/burn/drv/pst90s/d_nmk16.cpp|
| stakwin	|  	| Stakes Winner / Stakes Winner - GI kinzen seiha e no michi| 		| 1995	| Saurus	| Neo Geo MVS	| 					| 088-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| stakwin2	|  	| Stakes Winner 2					| 		| 1996	| Saurus	| Neo Geo MVS	| 					| 227-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| starfght	|  	| Star Fighter						| galaxian	| 1979	| Juetel	| Galaxian	| 					| ja.1| src/burn/drv/galaxian/d_galaxian.cpp|
| starfgmc	|  	| Star Fighter (Moon Cresta bootleg)			| mooncrst	| 198?	| bootleg (Samyr| Galaxian	| 					| sei-sf-a2.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| starfigh	|  	| Star Fighter (v1)					| 		| 1990	| SunA		| Miscellaneous	| 					| starfgtr.l1| src/burn/drv/pre90s/d_suna8.cpp|
| starforc	|  	| Star Force						| 		| 1984	| Tehkan	| Miscellaneous	| 					| 3.3p| src/burn/drv/pre90s/d_senjyo.cpp|
| starforcb	|   NW	| Star Force (encrypted, bootleg)			| starforc	| 1984	| bootleg	| Miscellaneous	| 					| a2.8m| src/burn/drv/pre90s/d_senjyo.cpp|
| starforce	|  	| Star Force (encrypted, set 1)				| starforc	| 1984	| Tehkan	| Miscellaneous	| 					| starfore.005| src/burn/drv/pre90s/d_senjyo.cpp|
| starforca	|  	| Star Force (encrypted, set 2)				| starforc	| 1984	| Tehkan	| Miscellaneous	| 					| 5.bin| src/burn/drv/pre90s/d_senjyo.cpp|
| stargrds	|  	| Star Guards						| 		| 1987	| Bally Midway	| MCR3		| 					| pro-0.3b| src/burn/drv/pre90s/d_mcr3.cpp|
| starjack	|  	| Star Jacker (Sega)					| 		| 1983	| Sega		| System 1	| 					| epr-5320b.129| src/burn/drv/sega/d_sys1.cpp|
| starjacks	|  	| Star Jacker (Stern)					| starjack	| 1983	| Sega		| System 1	| 					| star_jacker_a1_ic29.129| src/burn/drv/sega/d_sys1.cpp|
| starrkr	| D	| Star Raker						| brdrline	| 1981	| Sega		| Vic Dual	| No sound				| epr-767.u33| src/burn/drv/pre90s/d_vicdual.cpp|
| startrek	|  	| Star Trek						| 		| 1982	| Sega		| G80 Vector	| 					| 1873.cpu-u25| src/burn/drv/sega/d_segag80v.cpp|
| startrkd	|  	| Star Trek (Defender bootleg)				| defender	| 1981	| bootleg	| 6809 System	| 					| st_rom8.bin| src/burn/drv/pre90s/d_williams.cpp|
| startrks	|  	| Star Trek (Head On hardware)				| 		| 198?	| bootleg (Sidam| Vic Dual	| No sound				| 0.1a| src/burn/drv/pre90s/d_vicdual.cpp|
| starwarr	|  	| Star Warrior						| spacefb	| 1980	| bootleg (Potom| Miscellaneous	| 					| sw51.5e| src/burn/drv/pre90s/d_spacefb.cpp|
| starwars	|  	| Star Wars (rev 1)					| 		| 1983	| Atari		| Miscellaneous	| 					| 136021-105.1l| src/burn/drv/pre90s/d_starwars.cpp|
| starwars1	|  	| Star Wars (set 2)					| starwars	| 1983	| Atari		| Miscellaneous	| 					| 136021-105.1l| src/burn/drv/pre90s/d_starwars.cpp|
| starwarso	|  	| Star Wars (set 3)					| starwars	| 1983	| Atari		| Miscellaneous	| 					| 136021-105.1l| src/burn/drv/pre90s/d_starwars.cpp|
| stargate	|  	| Stargate						| 		| 1981	| Williams / Vid| 6809 System	| 					| stargate_rom_10-a_3002-10.a7| src/burn/drv/pre90s/d_williams.cpp|
| stealsee	|  	| Steal See						| 		| 2000	| Moov Generatio| Miscellaneous	| 					| ss.u43| src/burn/drv/pst90s/d_eolith.cpp|
| stlforce	|  	| Steel Force						| 		| 1994	| Electronic Dev| Miscellaneous	| 					| stlforce.105| src/burn/drv/pst90s/d_mwarr.cpp|
| sgunnerj	|  	| Steel Gunner (Japan)					| sgunner	| 1990	| Namco		| System 2	| 					| sn1mpr0.11d| src/burn/drv/pst90s/d_namcos2.cpp|
| sgunner	|  	| Steel Gunner (Rev B)					| 		| 1990	| Namco		| System 2	| 					| sn2mpr0b.11d| src/burn/drv/pst90s/d_namcos2.cpp|
| sgunner2j	|  	| Steel Gunner 2 (Japan, Rev A)				| sgunner2	| 1991	| Namco		| System 2	| 					| sns1mpr0a.bin| src/burn/drv/pst90s/d_namcos2.cpp|
| sgunner2	|  	| Steel Gunner 2 (US)					| 		| 1991	| Namco		| System 2	| 					| sns2mpr0.bin| src/burn/drv/pst90s/d_namcos2.cpp|
| stera		|  	| Steraranger (Moon Cresta bootleg)			| mooncrst	| 1980	| bootleg	| Galaxian	| 					| stera.1| src/burn/drv/galaxian/d_galaxian.cpp|
| stinger	|  	| Stinger						| 		| 1983	| Seibu Denshi	| Miscellaneous	| 					| 1-5j.bin| src/burn/drv/pre90s/d_wiz.cpp|
| stinger2	|  	| Stinger (prototype?)					| stinger	| 1983	| Seibu Denshi	| Miscellaneous	| 					| n1.bin| src/burn/drv/pre90s/d_wiz.cpp|
| stonebal2o	|  	| Stone Ball (2 Players, v1-20 21/10/1994)		| stonebal	| 1994	| Art & Magic	| Miscellaneous	| 					| sb_o_2p_24-10.u102| src/burn/drv/pst90s/d_artmagic.cpp|
| stonebal2	|  	| Stone Ball (2 Players, v1-20 7/11/1994)		| stonebal	| 1994	| Art & Magic	| Miscellaneous	| 					| u102.bin| src/burn/drv/pst90s/d_artmagic.cpp|
| stonebal	|  	| Stone Ball (4 Players, v1-20 13/12/1994)		| 		| 1994	| Art & Magic	| Miscellaneous	| 					| u102| src/burn/drv/pst90s/d_artmagic.cpp|
| stoneage	|  	| Stoneage (bootleg of Caveman Ninja)			| cninja	| 1991	| bootleg	| DECO IC16	| 					| sa_1_019.bin| src/burn/drv/dataeast/d_cninja.cpp|
| stmbladej	|  	| Storm Blade (Japan)					| stmblade	| 1996	| Visco		| SSV		| 					| sb-pd0.u26| src/burn/drv/pst90s/d_ssv.cpp|
| stmblade	|  	| Storm Blade (US)					| 		| 1996	| Visco		| SSV		| 					| sb-pd0.u26| src/burn/drv/pst90s/d_ssv.cpp|
| storming	|  	| Storming Party / Riku Kai Kuu Saizensen (set 1)	| lsasquad	| 1986	| bootleg	| Miscellaneous	| 					| stpartyj.001| src/burn/drv/taito/d_lsasquad.cpp|
| storminga	|  	| Storming Party / Riku Kai Kuu Saizensen (set 2)	| lsasquad	| 1986	| bootleg	| Miscellaneous	| 					| 1.ic4.1e| src/burn/drv/taito/d_lsasquad.cpp|
| strfbomb	|  	| Strafe Bomb						| scramble	| 1981	| Omni		| Galaxian	| 					| 1.2c| src/burn/drv/galaxian/d_galaxian.cpp|
| stratgyx	|  	| Strategy X						| 		| 1981	| Konami	| Galaxian	| 					| 2c_1.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| stratgys	|  	| Strategy X (Stern)					| stratgyx	| 1981	| Konami (Stern | Galaxian	| 					| 2c.cpu| src/burn/drv/galaxian/d_galaxian.cpp|
| stratvox	|  	| Stratovox						| speakres	| 1980	| [Sun Electroni| Route 16	| 					| ls01.bin| src/burn/drv/pre90s/d_route16.cpp|
| stratvoxb	|  	| Stratovox (bootleg)					| speakres	| 1980	| bootleg	| Route 16	| 					| j0-1| src/burn/drv/pre90s/d_route16.cpp|
| streakng	|  	| Streaking (set 1)					| 		| 1981	| Shoei		| Galaxian	| Bad Colours				| sk1| src/burn/drv/galaxian/d_galaxian.cpp|
| streaknga	|  	| Streaking (set 2)					| streakng	| 1981	| Shoei		| Galaxian	| Bad Colours				| st1.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| stfighta	|  	| Street Fight (bootleg?)				| empcity	| 1986	| Seibu Kaihatsu| Miscellaneous	| 					| sfight2.bin| src/burn/drv/pre90s/d_stfight.cpp|
| stfightgb	|  	| Street Fight (Germany - Benelux)			| empcity	| 1986	| Seibu Kaihatsu| Miscellaneous	| 					| 1.4t| src/burn/drv/pre90s/d_stfight.cpp|
| stfight	|  	| Street Fight (Germany)				| empcity	| 1986	| Seibu Kaihatsu| Miscellaneous	| 					| a-1.4q| src/burn/drv/pre90s/d_stfight.cpp|
| sfj		|  	| Street Fighter (Japan) (protected)			| sf		| 1987	| Capcom	| Miscellaneous	| 					| sf-19.2a| src/burn/drv/pre90s/d_sf.cpp|
